ID,Name,Pos,League,Team,Org,LgLvl,Age,Height,Bats,Throws,Cntct,Gap,Pow,Eye,Ks,BABIP,Cntct_R,Gap_R,Pow_R,Eye_R,Ks_R,BABIP_R,Cntct_L,Gap_L,Pow_L,Eye_L,Ks_L,BABIP_L,PotCntct,PotGap,PotPow,PotEye,PotKs,PotBABIP,IFR,IFE,IFA,TDP,OFR,OFE,OFA,CBlk,CArm,CFrm,P,C,1B,2B,3B,SS,LF,CF,RF,PotP,PotC,Pot1B,Pot2B,Pot3B,PotSS,PotLF,PotCF,PotRF,Speed,StlRt,Steal,Run,SacBunt,BuntHit,Stf,Mov,HRA,PBABIP,Ctrl_R,Stf_R,Mov_R,HRA_R,PBABIP_R,Ctrl_L,Stf_L,Mov_L,HRA_L,PBABIP_L,Ctrl_L,PotStf,PotMov,PotHRA,PotPBABIP,PotCtrl,Vel,GB,Stm,Hold,Fst,Snk,Cutt,Crv,Sld,Chg,Splt,Frk,CirChg,Scr,Kncrv,Knbl,PotFst,PotSnk,PotCutt,PotCrv,PotSld,PotChg,PotSplt,PotFrk,PotCirChg,PotScr,PotKncrv,PotKnbl,Int,WrkEthic,Greed,Loy,Lead,Acc,Ovr,Pot
38386,"Andy Proctor",1B,0,0,0,0,29,190,R,R,45,40,50,45,50,45,45,35,50,45,50,45,50,40,55,45,50,45,45,40,50,45,50,45,35,45,35,30,25,30,25,20,20,25,0,0,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,45,20,50,60,35,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,80-83,49,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,N,H,N,VH,40,40
38392,"Kevin Maxwell",SP,202,19,19,1,26,179,L,L,35,25,20,20,35,35,35,25,25,20,35,35,35,20,20,20,30,35,35,25,25,20,35,35,35,35,70,20,40,25,35,20,20,20,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,20,20,20,20,80,25,45,45,40,50,50,45,45,40,50,50,50,45,40,50,55,50,45,40,50,55,96-98,56,55,55,55,45,0,35,50,45,0,0,0,0,0,0,70,45,0,35,50,45,0,0,0,0,0,0,N,N,H,N,N,VH,40,40
38396,"Pete Makanamaikai",LF,0,0,0,0,30,183,R,R,50,50,40,40,50,50,50,50,35,40,50,50,50,55,40,40,50,50,50,50,40,40,50,50,40,30,30,35,60,50,55,20,20,20,0,0,0,0,0,0,65,35,55,0,0,0,0,0,0,65,45,55,50,60,60,65,35,35,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,83-85,50,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H,N,H,N,N,VH,40,40
38400,"T.J. Suchomel",SP,0,0,0,0,31,200,R,R,40,25,20,20,40,45,40,20,20,20,40,45,45,25,20,20,40,45,40,25,20,20,40,45,30,35,50,35,45,35,25,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,25,25,25,20,60,20,45,55,55,50,45,45,55,60,50,45,45,55,55,50,40,45,55,55,50,45,95-97,68,60,60,55,45,0,50,45,45,45,0,0,0,0,0,55,45,0,50,45,45,45,0,0,0,0,0,N,N,N,L,N,VH,55,55
38406,"Stanford Nippard",3B,202,8,8,1,30,189,S,R,45,50,50,50,45,50,45,50,50,50,45,50,50,50,50,50,50,50,45,50,50,50,45,50,60,50,80,50,25,40,75,25,25,25,0,0,60,0,65,35,0,0,0,0,0,75,0,65,55,0,0,0,45,50,65,80,40,20,20,25,20,35,20,20,25,20,35,20,20,25,20,35,20,20,25,20,35,20,83-85,60,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,45,45
38408,"Arturo Galarza",3B,202,27,27,1,28,187,R,R,45,50,45,80,40,50,45,50,45,80,40,50,45,50,45,80,40,50,45,50,50,80,40,50,65,55,65,60,25,45,50,20,20,20,0,0,0,65,60,50,0,0,0,0,0,0,65,60,55,0,0,0,60,65,65,75,35,20,20,20,20,30,20,20,20,20,35,20,20,20,20,30,20,20,20,20,30,20,83-85,46,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H,H,N,H,H,VH,45,45
38585,"Francisco Alvarez",C,0,0,0,0,39,180,R,R,45,50,50,70,40,45,45,50,50,70,40,45,45,50,50,75,45,45,45,50,50,70,40,45,40,55,50,40,40,50,45,60,50,60,0,55,45,0,0,0,20,0,0,0,55,55,0,0,0,40,0,0,50,40,55,70,45,25,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,75-80,35,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,L,N,VH,45,45
38689,"Mike Mann",SP,203,43,19,2,28,188,L,R,30,35,20,20,35,30,30,35,25,20,35,30,30,30,20,20,30,30,30,35,25,20,35,30,25,35,55,25,50,25,20,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,35,30,20,60,20,45,50,50,55,45,45,50,50,55,45,45,50,50,55,45,45,50,50,55,45,96-98,57,45,55,55,45,0,45,0,0,0,0,45,0,0,0,55,50,0,45,0,0,0,0,45,0,0,0,L,N,H,H,N,VH,45,45
39423,"David Amaya",SP,204,58,25,2,26,196,L,L,35,30,30,20,35,35,35,30,30,20,35,35,35,25,30,20,30,35,35,30,30,20,35,35,30,35,50,20,30,30,25,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,25,25,20,25,75,20,45,45,45,45,40,40,45,45,45,40,45,45,45,45,40,45,45,45,45,45,96-98,58,60,75,50,45,0,45,0,0,0,0,0,0,0,0,50,50,0,50,0,0,0,0,0,0,0,0,L,N,L,N,N,VH,35,40
39439,"Jon Carlsen",C,202,28,28,1,30,184,R,R,45,50,60,80,40,55,45,50,60,80,40,55,45,55,65,80,40,55,45,50,60,80,40,55,25,30,30,25,25,25,30,45,45,50,0,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,55,50,55,65,35,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,84-86,55,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,H,VH,60,60
39576,"Jose Nodal",SP,202,9,9,1,38,191,L,L,25,20,20,25,20,25,20,20,20,25,20,25,25,20,20,25,20,25,25,20,20,25,20,25,35,40,45,30,20,25,30,20,20,20,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,30,30,30,40,45,20,45,55,60,50,50,45,55,55,50,50,45,60,65,50,50,45,55,60,50,50,91-93,59,50,50,45,0,0,0,50,55,0,0,0,0,0,0,45,0,0,0,50,55,0,0,0,0,0,0,N,N,N,N,L,VH,50,50
39893,"Ben Joyce",SP,0,0,0,0,40,196,R,R,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,30,25,40,30,25,30,35,20,20,20,35,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,30,20,30,30,25,45,50,50,50,55,45,50,50,50,55,45,50,50,50,55,45,50,50,50,55,94-96,61,40,45,50,0,0,45,0,50,0,0,0,0,0,0,50,0,0,45,0,50,0,0,0,0,0,0,N,N,H,N,N,VH,45,45
39895,"Arturo Wisdom",RP,202,16,16,1,29,188,S,R,25,30,20,20,30,20,25,30,20,20,30,20,25,30,20,20,30,20,25,30,20,20,30,20,35,45,60,40,25,25,45,20,20,20,70,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,25,25,20,35,60,20,55,55,55,50,50,55,50,50,50,50,55,55,55,55,50,55,55,55,50,50,96-98,75,25,65,75,35,0,0,0,55,60,0,0,0,0,0,75,40,0,0,0,55,60,0,0,0,0,0,H,H,L,N,N,VH,55,55
39898,"Danny Gallagher",CL,205,70,21,3,33,186,R,R,25,30,20,30,25,25,25,30,20,30,25,25,25,35,20,30,25,25,25,30,20,30,25,25,40,20,70,35,25,35,25,20,20,20,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,20,20,20,25,55,25,40,55,55,50,45,45,55,60,50,45,40,50,50,45,45,40,55,55,50,45,95-97,67,65,25,50,0,0,0,40,0,0,0,0,0,0,0,50,0,0,0,40,0,0,0,0,0,0,0,N,H,L,H,N,VH,45,45
39904,"Zach Black",RF,0,0,0,0,31,184,L,L,55,50,30,40,60,50,55,50,30,40,60,55,50,45,25,40,55,50,55,50,30,40,60,50,40,30,40,20,60,50,65,20,20,20,0,0,0,0,0,0,65,40,60,0,0,0,0,0,0,65,45,60,40,70,70,60,50,35,20,20,20,30,20,20,20,20,30,20,20,20,20,35,20,20,20,20,30,20,84-86,51,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H,H,L,N,N,VH,40,40
39921,"Juan Arechiga",1B,202,5,5,1,27,189,R,R,55,55,50,55,60,50,55,55,50,55,60,50,55,55,50,55,60,50,55,55,50,55,60,55,50,45,65,40,25,50,60,45,35,35,0,25,65,0,45,0,0,0,0,0,30,65,0,45,0,0,0,0,60,30,50,65,50,20,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,85-87,43,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,H,N,VH,60,60
39931,"Kellen Kinser",LF,202,12,12,1,27,187,R,R,50,50,50,50,50,45,45,50,50,50,50,45,50,55,55,55,55,45,50,50,55,50,50,45,40,30,35,30,55,40,50,20,20,20,0,0,50,0,0,0,55,35,40,0,0,50,0,0,0,55,35,50,45,60,55,60,35,20,20,20,20,35,20,20,20,20,35,20,20,20,20,30,20,20,20,20,35,20,85-87,39,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,N,H,H,VH,45,45
39988,"Sergio Zawadzki",C,0,0,0,0,33,180,R,R,50,50,50,70,40,65,50,50,50,65,40,60,50,55,55,80,40,70,50,50,50,70,40,65,25,45,30,25,25,50,35,70,45,65,0,60,20,0,0,0,0,0,0,0,60,35,0,0,0,0,0,0,25,40,40,50,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,25,20,20,20,20,30,20,83-85,58,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,L,H,H,VH,55,55
40001,"Dusty LaVoie",RP,202,14,14,1,27,198,R,R,45,25,20,25,45,45,45,25,20,25,45,45,45,25,25,25,45,45,45,25,20,25,45,45,30,25,55,25,30,20,30,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,25,25,30,80,20,55,50,50,60,45,65,55,55,65,45,50,50,45,55,45,55,50,50,60,45,98-100,58,35,75,80,0,0,0,60,0,60,0,0,0,0,0,80,0,0,0,60,0,60,0,0,0,0,0,N,H,H,H,N,VH,50,50
40134,"Mike Creasy",SP,202,7,7,1,29,201,R,R,25,35,25,40,30,20,25,35,25,40,30,20,25,35,25,40,30,20,25,35,25,40,30,20,30,25,50,20,55,30,25,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,30,25,30,25,50,20,40,50,50,50,45,45,50,50,50,45,40,45,50,45,45,45,50,50,50,45,94-96,69,55,30,50,45,0,0,40,0,0,0,0,0,0,0,50,50,0,0,40,0,0,0,0,0,0,0,N,H,N,N,H,VH,45,45
40187,"Andres Preciado",1B,202,23,23,1,28,193,R,R,50,65,50,40,45,55,50,65,50,40,45,55,50,65,50,40,45,55,50,65,50,40,50,55,55,55,50,60,45,50,40,20,20,20,0,0,75,55,40,35,0,0,0,0,0,75,55,50,45,0,0,0,65,65,65,65,30,25,20,20,20,35,20,20,20,20,40,20,20,20,20,35,20,20,20,20,35,20,85-87,41,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,45,45
40306,"Phil Storer",RF,0,0,0,0,30,188,R,R,50,45,50,55,55,45,50,45,50,55,55,45,50,45,50,55,55,45,50,45,50,55,55,45,45,45,45,45,50,65,60,20,20,20,0,0,0,35,0,25,60,30,40,0,0,0,40,0,30,60,35,55,20,50,30,20,35,20,20,20,20,40,20,20,20,20,40,20,20,20,20,35,20,20,20,20,40,20,83-85,46,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,40,40
40333,"Ward Trenholm",2B,0,0,0,0,31,192,R,R,45,50,45,40,50,40,45,50,45,40,50,40,45,50,45,40,50,40,45,50,45,40,50,40,70,50,45,60,40,35,35,20,20,20,0,0,70,70,50,55,25,0,0,0,0,80,70,50,55,40,0,0,50,70,65,55,30,35,30,20,20,40,20,30,20,20,45,20,30,20,20,40,20,30,20,20,40,20,88-90,46,60,65,0,0,30,35,30,25,20,0,0,0,25,0,0,0,30,35,30,25,20,0,0,0,25,0,L,N,N,H,N,VH,45,45
40453,"Pete Crawford",CL,202,20,20,1,27,193,L,R,30,30,20,30,30,35,30,30,25,30,30,35,30,30,20,30,30,35,35,35,25,35,30,35,30,25,40,25,30,30,40,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,20,20,20,75,20,50,50,55,45,45,50,55,55,50,45,45,50,50,45,45,50,50,55,45,45,94-96,60,30,70,55,50,0,0,0,35,0,0,0,0,0,0,55,55,0,0,0,40,0,0,0,0,0,0,N,N,N,N,N,VH,45,45
40457,"Jeremy Nutting",2B,0,0,0,0,26,186,R,R,50,50,40,50,50,50,50,50,40,50,50,50,50,50,45,50,50,50,50,50,45,50,50,50,35,35,40,65,35,45,30,20,20,20,0,0,0,25,0,0,0,0,0,0,0,0,30,0,0,0,0,0,55,45,35,50,55,20,20,25,25,30,20,20,25,25,30,20,20,25,25,30,20,20,30,25,30,20,84-86,54,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,H,L,H,H,VH,40,40
40458,"Edgar Benavides",RP,202,6,6,1,25,193,R,L,40,30,25,35,45,40,40,30,25,35,45,40,40,30,25,35,45,40,45,30,25,35,45,45,30,45,40,20,50,55,30,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,25,30,20,25,35,20,55,50,50,50,45,55,45,45,45,45,60,50,50,50,45,75,50,50,50,45,94-96,56,25,60,75,0,0,0,45,0,0,0,0,0,0,0,75,0,0,0,75,0,0,0,0,0,0,0,N,N,H,N,N,VH,45,45
40459,"Alfredo Romero",RP,0,0,0,0,30,204,R,R,30,30,20,20,35,30,30,30,20,20,35,30,30,30,20,20,35,30,30,30,20,20,35,30,30,30,60,20,30,25,35,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,25,20,25,75,20,40,45,45,50,35,40,50,45,50,35,40,45,45,50,35,40,45,45,50,35,92-94,53,55,40,40,0,40,0,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,L,N,N,N,L,VH,40,40
40465,"Jessie Edwards",LF,202,6,6,1,27,185,R,R,60,50,55,55,70,50,60,50,50,55,70,50,65,50,55,55,75,55,60,50,55,55,70,55,40,30,35,35,60,55,60,20,20,20,0,0,35,0,0,0,65,40,60,0,0,45,0,0,0,65,45,60,40,55,60,60,35,30,20,20,20,30,20,20,20,20,35,20,20,20,20,30,20,20,20,20,30,20,80-83,39,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,L,H,N,VH,60,60
40467,"Blake Buggins",RP,212,239,30,4,21,204,R,L,30,25,20,25,30,30,30,25,20,25,30,30,30,30,20,25,30,30,45,30,20,35,40,45,40,25,45,20,30,25,30,20,20,20,50,0,20,0,0,0,0,0,0,50,0,55,0,0,0,0,0,0,20,25,20,25,65,30,45,35,35,45,30,45,35,35,45,30,45,35,35,45,30,55,45,45,45,45,97-99,62,25,70,50,40,0,35,40,30,0,0,0,0,0,0,80,55,0,70,65,50,0,0,0,0,0,0,N,N,N,N,N,VH,35,40
40468,"Joe Carlton",SP,205,69,30,3,27,186,R,R,40,30,30,20,35,40,40,30,30,20,35,40,40,30,30,20,35,40,40,30,30,20,40,40,25,25,45,25,30,25,20,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,30,45,25,45,55,25,50,45,45,45,35,50,45,45,45,35,45,45,45,40,35,50,45,45,45,40,96-98,60,55,65,70,0,45,0,55,40,0,0,0,0,0,0,70,0,50,0,55,45,0,0,0,0,0,0,N,H,N,H,N,VH,40,40
40478,"Josh Phillips",SP,202,12,12,1,26,185,R,R,25,25,20,20,30,30,25,25,20,20,30,30,25,25,20,20,30,30,25,25,20,20,30,30,40,25,55,30,25,30,20,20,20,20,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,25,25,30,45,55,20,45,50,50,45,40,45,50,50,45,40,45,50,50,45,40,45,50,50,45,40,94-96,52,60,35,50,0,35,65,0,25,0,0,0,0,35,0,50,0,40,70,0,35,0,0,0,0,50,0,N,H,L,H,N,VH,40,40
40485,"Rob Gini",CF,204,52,15,2,27,193,R,R,40,40,45,40,45,40,40,40,40,40,45,35,45,45,45,45,45,40,40,40,45,45,45,40,60,45,40,45,70,50,60,20,20,20,0,0,0,0,0,30,75,60,65,0,0,0,0,0,35,80,60,70,65,75,70,70,65,65,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,85-87,47,20,25,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H,N,N,H,N,VH,40,40
40488,"David Ponce De Leon",RP,0,0,0,0,25,189,L,L,35,35,20,35,35,35,35,35,20,35,35,35,35,35,20,35,35,35,40,35,20,40,40,40,30,30,45,20,30,35,25,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,20,20,20,45,20,25,40,40,30,25,25,35,40,30,25,30,40,40,35,25,30,40,40,30,25,92-94,54,30,70,40,0,0,0,30,30,0,0,0,0,0,0,40,0,0,0,35,30,0,0,0,0,0,0,N,N,N,N,N,VH,25,25
40491,"Jim Leach",SP,0,0,0,0,27,189,R,R,20,30,20,20,25,20,20,30,20,20,25,20,20,30,20,20,25,20,20,30,20,20,25,20,35,25,55,25,35,25,40,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,25,20,20,65,20,45,50,50,55,40,45,50,50,55,40,45,50,50,50,40,45,50,50,55,40,93-95,52,40,80,55,45,0,40,0,0,0,0,0,0,0,0,55,45,0,45,0,0,0,0,0,0,0,0,H,H,N,N,H,VH,40,40
40497,"Steve Gudgell",2B,0,0,0,0,27,185,S,R,50,45,45,60,55,45,50,45,45,60,55,45,50,45,45,60,55,45,50,45,45,60,55,45,60,55,45,45,35,50,35,20,20,20,0,0,65,55,0,40,0,0,0,0,0,70,55,0,45,0,0,0,45,65,50,50,55,45,20,20,20,35,20,20,20,20,35,20,20,20,20,30,20,20,20,20,35,20,84-86,55,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,N,VH,40,40
40499,"Sam LeMay",2B,0,0,0,0,26,187,L,R,40,40,40,25,45,35,40,45,40,25,45,35,40,40,35,25,45,35,40,40,40,25,45,35,60,55,40,55,40,40,25,20,20,20,0,0,0,55,0,40,0,0,0,0,0,0,55,0,40,0,0,0,60,70,60,55,45,45,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,20,20,20,25,20,85-87,44,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,H,L,N,VH,35,35
40500,"Brendan Perks",SP,202,24,24,1,27,189,R,R,45,35,20,20,40,45,45,35,20,20,40,45,45,35,20,20,40,45,45,35,20,20,40,45,35,35,45,20,25,35,25,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,20,25,20,20,40,20,50,55,55,50,55,50,55,55,50,55,50,55,55,50,55,50,55,55,50,55,94-96,62,50,30,60,0,0,0,0,50,55,0,0,0,0,0,65,0,0,0,0,50,60,0,0,0,0,0,L,N,N,N,L,VH,55,55
40513,"Ben Buhlig",SP,0,0,0,0,26,192,R,R,45,40,20,20,40,55,45,40,20,20,40,55,50,40,20,20,40,55,50,40,20,20,45,55,25,30,40,30,25,30,35,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,30,20,25,50,25,45,45,45,45,35,50,45,45,45,35,45,40,40,45,35,50,45,45,45,35,95-97,47,50,35,50,45,0,45,65,25,0,0,0,0,0,0,55,50,0,50,65,40,0,0,0,0,0,0,H,N,N,N,N,VH,35,35
40516,"Josh Gaither",RF,202,24,24,1,27,188,L,L,50,55,50,45,55,45,50,55,55,45,55,45,45,50,45,40,50,45,50,55,50,45,55,45,25,25,45,20,50,50,60,20,20,20,0,0,30,0,0,0,55,25,50,0,0,30,0,0,0,55,30,50,65,65,65,70,45,40,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,83-85,53,20,20,25,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,N,N,N,H,N,VH,45,45
40517,"Pat Hunter",SP,202,1,1,1,27,204,R,L,25,30,20,20,25,20,20,30,20,20,25,20,25,30,20,20,25,20,25,30,20,20,25,20,30,25,50,20,25,20,30,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,30,30,25,35,40,25,50,50,50,50,50,50,50,50,50,50,55,50,50,50,50,55,50,50,50,50,97-99,52,50,70,70,50,60,0,50,45,0,0,0,0,0,0,70,50,65,0,50,45,0,0,0,0,0,0,H,N,N,N,N,VH,50,50
40522,"Dusty Hudson",SP,203,39,5,2,27,200,S,R,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,25,20,20,20,35,35,45,30,30,35,30,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,20,30,20,20,40,20,45,55,50,55,40,45,55,55,55,40,45,50,50,55,40,45,55,55,55,40,94-96,55,65,30,50,50,0,0,0,40,45,0,0,0,0,0,50,50,0,0,0,45,45,0,0,0,0,0,N,N,N,N,N,VH,45,45
40541,"Andres Lantan",C,207,79,24,3,24,187,R,R,35,40,40,40,35,35,35,40,40,40,35,35,35,40,45,40,40,35,50,50,50,45,55,45,45,45,45,40,25,45,40,55,50,60,0,50,55,0,20,0,0,0,0,0,50,65,0,35,0,0,0,0,40,30,25,30,35,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,30,30,30,20,84-86,60,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,35,45
40543,"Carson Coolen",SS,205,197,18,3,27,188,R,R,45,45,35,30,55,35,45,45,35,30,55,35,45,45,35,30,60,35,45,45,35,30,65,35,60,50,55,50,40,40,55,20,20,20,0,0,0,0,50,45,0,0,0,0,0,0,0,50,45,0,0,0,30,40,35,40,55,45,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,20,20,20,30,20,80-83,39,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,L,N,N,N,N,VH,35,35
40544,"Chris Molina",SP,0,0,0,0,27,200,R,R,40,25,20,20,40,40,40,25,20,20,40,40,40,25,20,20,40,45,40,25,20,20,40,40,40,25,55,25,25,25,30,20,20,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,30,30,30,35,65,20,45,50,50,50,30,45,50,45,50,30,45,50,50,50,30,45,50,50,50,30,94-96,54,35,35,50,0,0,0,0,45,60,0,0,0,0,0,55,0,0,0,0,45,60,0,0,0,0,0,N,L,H,N,L,VH,35,35
40549,"Sergio Pineda",RP,206,77,27,3,31,191,R,R,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,25,20,20,20,20,20,30,55,30,40,25,40,20,20,20,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,30,45,35,50,75,20,45,45,45,50,50,50,50,45,55,50,45,45,45,50,50,45,45,45,50,50,94-96,50,50,50,50,0,0,40,55,0,0,0,0,0,0,0,50,0,0,40,55,0,0,0,0,0,0,0,N,H,H,N,H,VH,40,40
40551,"Bob Best",1B,0,0,0,0,30,187,L,R,45,50,45,50,50,45,50,50,50,55,50,45,45,45,40,45,45,45,45,50,45,50,50,45,45,50,55,45,45,45,45,20,25,20,0,0,65,0,45,0,0,0,0,0,0,65,0,45,0,0,0,0,45,70,70,55,70,20,20,20,20,35,20,20,20,20,35,20,20,20,20,30,20,20,20,20,35,20,83-85,55,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,H,N,L,N,N,VH,45,45
40554,"Alfredo Caban",C,0,0,0,0,24,192,R,R,40,35,35,35,45,35,40,35,35,35,40,35,40,35,35,40,45,35,40,35,35,35,45,35,40,35,50,30,30,30,50,60,55,55,0,45,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,20,20,20,30,50,25,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,25,20,35,20,84-86,50,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,H,VH,30,30
40614,"Min-ho Kim",RP,207,85,1,3,23,178,R,R,20,30,20,25,20,20,20,30,20,25,20,20,20,30,25,25,20,20,25,35,25,35,25,20,30,25,40,20,30,25,55,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,20,25,20,75,25,40,35,35,40,30,45,35,35,40,30,40,35,35,35,30,45,45,45,40,30,93-95,54,55,65,45,35,0,0,40,35,0,0,0,0,0,0,50,50,0,0,45,45,0,0,0,0,0,0,N,N,N,L,N,VH,35,35
40615,"Jeff Simms",2B,0,0,0,0,26,192,R,R,45,35,30,30,55,40,45,35,30,30,55,40,45,35,30,30,55,40,45,35,30,30,55,40,60,50,50,50,25,55,50,20,20,20,0,0,0,55,40,45,0,0,0,0,0,0,55,50,45,0,0,0,45,60,60,50,75,60,20,20,20,30,20,20,20,20,30,20,20,20,20,25,20,20,25,20,30,20,84-86,58,20,20,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,H,VH,35,35
40620,"Jody Skidmore",3B,0,0,0,0,27,184,L,R,50,45,45,45,45,55,50,45,45,45,45,55,45,45,45,45,45,50,50,45,45,50,45,55,50,50,60,45,30,50,55,20,25,25,0,0,65,0,45,35,0,0,0,0,0,65,0,45,35,0,0,0,30,35,20,50,35,40,20,20,20,35,20,20,20,20,40,20,20,20,20,35,20,20,20,20,35,20,84-86,45,20,20,25,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,H,VH,40,40
40644,"Robby Robichaux",2B,202,20,20,1,27,186,R,R,55,50,50,40,55,55,55,50,50,40,55,50,60,55,50,40,60,55,55,50,50,40,55,55,65,70,65,55,30,50,60,20,20,20,0,0,35,70,55,60,0,0,0,0,0,75,70,65,60,0,0,0,30,45,45,45,50,45,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,20,20,20,35,20,84-86,36,20,20,25,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,VH,50,50
